avg,long_bar,mean
0.23,146,0.22437775565353432
0.27,33,0.20675675675675675
0.48,53,0.45
0.26,20,0.2517938682322244
0.22,70,0.22868791697553745
0.25,79,0.2269848349687779
0.24,21,0.2296078431372549
0.22,29,0.265798786653185
0.22,64,0.22891022021456806
0.24,24,0.2443609022556391
0.24,40,0.22948175568482285
0.26,124,0.20463386727688784
0.26,48,0.2518274202175076
0.24,290,0.21591027647365676
0.25,144,0.20911350455675226
0.25,39,0.23513295729250602
0.22,31,0.19819331526648598
0.23,85,0.2083955223880597
0.23,105,0.21887727022564665
0.23,59,0.24047257383966247
0.24,8,0.24989966555183943
0.23,37,0.22612460003764354
0.27,27,0.2550228310502283
0.24,137,0.20910141206675226
0.24,29,0.23470588235294118
0.24,17,0.23789473684210527
0.24,53,0.22305555555555556
0.25,32,0.23666666666666666
0.26,34,0.24549397590361444
0.26,43,0.243209534368071
0.25,65,0.22566844919786097
0.22,46,0.23403547671840352
0.24,19,0.230588023736738
0.22,39,0.19432330827067668
0.21,27,0.24615384615384617
0.25,42,0.2407031778228533
0.24,115,0.2115479115479116
0.22,64,0.23569834895136102
0.24,42,0.21105561105561108
0.24,21,0.23066202090592336
0.26,43,0.21250000000000002
0.24,29,0.24220246238030096
0.49,72,0.44512195121951215
0.25,30,0.23298826777087647
0.27,25,0.21895348837209302
0.24,125,0.24949832775919734
0.24,51,0.21287726358148895
0.21,29,0.22606060606060607
0.27,18,0.22413905133203374
0.24,28,0.24850478468899526
0.27,20,0.2599777034559643
0.23,28,0.2139492753623188
0.23,33,0.2172834314550042
0.24,38,0.23847376788553257
0.23,158,0.2361347649018882
0.26,41,0.22687179487179487
0.24,139,0.2066267942583732
0.22,23,0.24763074763074766
0.27,90,0.2219047619047619
0.26,22,0.19785714285714284
0.23,24,0.21134328358208956
0.25,33,0.24351432880844648
0.22,14,0.20967441860465116
0.25,35,0.24113712374581941
0.27,19,0.26068111455108356
0.24,54,0.23402531645569621
0.24,54,0.22625715146040348
0.24,52,0.2121052631578947
0.27,156,0.2515942028985507
0.26,30,0.2268292682926829
0.25,49,0.24390476190476193
0.27,34,0.2648005148005148
0.26,42,0.23501762632197412
0.21,21,0.21660288489843982
0.22,46,0.24607397793640493
0.26,31,0.24471800244456085
0.23,232,0.24929577464788732
0.24,13,0.2727272727272727
0.25,47,0.21584419871265884
0.22,19,0.2770763187429854
0.23,142,0.2299342105263158
0.24,47,0.22782294489611565
0.26,129,0.23597560975609758
0.28,30,0.2709276018099548
0.24,24,0.21613060428849903
0.24,79,0.22495285983658078
0.27,118,0.2420037007665874
0.27,43,0.243855421686747
0.23,33,0.23120300751879697
0.24,34,0.23294272982340322
0.24,39,0.2246034607065609
0.26,48,0.23050000000000004
0.24,26,0.26600199401794616
0.49,239,0.4485714285714286
0.22,16,0.22077077851725738
0.24,24,0.23373493975903614
